"dataset","esn","unit","flight_cycle","datetime","operator","depart_icao","destination_icao","hpc_eff_mod","hpc_flow_mod","tra","t2","t24","t30","t50","p2","p15","p30","nf","nc","epr","ps30","phi","nrf","nrc","bpr","farb","htbleed","nf_dmd","pcnfr_dmd","w31","w32"
train_FD001,999001,1,11,2018-01-13 01:03:00,AIC,VIDP,VOBL,-0.0002,-0.0004,100,518.67,182.27,1591.96,1393.58,14.62,21.61,553.91,2388.06,9043.67,1.3,47.64,521.52,2388.1,8134.66,8.4235,0.03,392,2388,100,38.89,23.3613
train_FD001,999001,1,12,2018-01-13 02:02:53,AIC,VIDP,VOBL,-0.0018,-0.0004,100,518.67,183.06,1584.82,1402.04,14.62,21.61,553.88,2388.1,9045.31,1.3,47.43,521.66,2388.05,8128.87,8.4247,0.03,392,2388,100,38.77,23.373
train_FD001,999001,1,13,2018-01-13 04:38:00,AIC,VOBL,VIDP,-0.0012,0.0001,100,518.67,182.37,1589.07,1399.17,14.62,21.61,554.18,2388.1,9048.22,1.3,47.25,521.95,2388.03,8134.04,8.3986,0.03,393,2388,100,38.89,23.2713
train_FD001,999001,1,14,2018-01-13 05:37:50,AIC,VOBL,VIDP,0.0004,0.0005,100,518.67,182.99,1588.05,1406.38,14.62,21.61,553.49,2388.08,9049.08,1.3,47.22,521.93,2388.05,8131.32,8.4128,0.03,391,2388,100,38.8,23.3274
train_FD001,999001,1,15,2018-01-13 09:07:09,AIC,VIDP,VOBL,0.0005,0.0002,100,518.67,182.97,1585.52,1406.6,14.62,21.61,553.91,2388.05,9050.47,1.3,47.38,521.54,2388.06,8131.54,8.4139,0.03,392,2388,100,38.73,23.2653
train_FD001,999001,1,16,2018-01-13 20:24:00,AIC,VOBL,VECC,0.0025,0.0003,100,518.67,182.61,1590.12,1405.96,14.62,21.61,554.4,2388.01,9056.08,1.3,47.36,522.3,2388.05,8135.31,8.4499,0.03,392,2388,100,39.01,23.284
train_FD001,999001,1,17,2018-01-13 21:24:08,AIC,VOBL,VECC,-0.0012,0.0004,100,518.67,182.17,1588.8,1403.56,14.62,21.61,553.69,2388.1,9047.26,1.3,47.38,521.82,2388.09,8130.06,8.4173,0.03,394,2388,100,38.94,23.3945
train_FD001,999001,1,18,2018-01-13 23:33:00,AIC,VECC,VEBS,0,-0.0004,100,518.67,182.66,1586.69,1411.55,14.62,21.61,554.1,2388.14,9050.52,1.3,47.34,521.43,2388.06,8130.41,8.4326,0.03,391,2388,100,38.88,23.3402
train_FD001,999001,1,19,2018-01-14 00:33:07,AIC,VECC,VEBS,0.0029,0.0003,100,518.67,182.29,1581.29,1406.09,14.62,21.61,554.48,2388.07,9046.73,1.3,47.46,522.2,2388.04,8131.47,8.4586,0.03,392,2388,100,38.9,23.3086
train_FD001,999001,1,20,2018-01-14 02:02:13,AIC,VEBS,VOHS,0.0008,-0.0001,100,518.67,182.57,1584.73,1402.22,14.62,21.61,553.91,2388.05,9055.24,1.3,47.46,521.55,2388.08,8135.15,8.4489,0.03,392,2388,100,38.95,23.3288
train_FD001,999001,1,21,2018-01-14 04:11:35,AIC,VOHS,VEBS,0.0017,-0.0001,100,518.67,183,1584.38,1411.4650000000001,14.62,21.61,552.88,2388.1,9051.27,1.3,47.32,521.49,2388.09,8129.72,8.3961,0.03,391,2388,100,38.98,23.4712
train_FD001,999001,1,22,2018-01-14 06:01:19,AIC,VEBS,VECC,0.0025,-0.0004,100,518.67,182.31,1584.84,1404.76,14.62,21.61,553.54,2388.04,9050.72,1.3,47.32,521.55,2388.1,8134.4,8.3949,0.03,394,2388,100,39.11,23.3842
train_FD001,999001,1,23,2018-01-14 07:55:41,AIC,VECC,VEGT,0.001,-0.0002,100,518.67,183.22,1590.03,1400.77,14.62,21.61,553.81,2388.14,9048.36,1.3,47.45,521.91,2388.05,8131.39,8.3982,0.03,392,2388,100,38.99,23.3522
train_FD001,999001,1,24,2018-01-14 09:35:08,AIC,VEGT,VECC,0.0032,0.0002,100,518.67,183.18,1593.74,1408.48,14.62,21.61,554.07,2388.07,9047.87,1.3,47.46,521.43,2388.08,8133.15,8.421,0.03,392,2388,100,38.86,23.2477
train_FD001,999001,1,25,2018-01-14 11:22:52,AIC,VECC,VOBL,-0.0021,0.0002,100,518.67,182.78,1583.27,1404.94,14.62,21.61,553.86,2388.15,9045.83,1.3,47.48,521.61,2388.07,8132.4,8.4524,0.03,393,2388,100,38.85,23.3758
train_FD001,999001,1,26,2018-01-14 17:52:00,AIC,VOBL,VIDP,0.0019,0.0003,100,518.67,183.19,1577.6,1410.05,14.62,21.61,553.91,2388.02,9048.85,1.3,47.38,521.92,2388.02,8131.63,8.4575,0.03,394,2388,100,38.76,23.3269
train_FD001,999001,1,27,2018-01-14 18:51:56,AIC,VOBL,VIDP,-0.0034,0.0001,100,518.67,182.52,1584.07,1395.16,14.62,21.61,553.34,2388.07,9048.71,1.3,47.39,521.66,2388.06,8130.69,8.4311,0.03,392,2388,100,38.88,23.3255
train_FD001,999012,12,1,2018-01-26 02:53:00,AIC,VIDP,WSSS,-0.0049,-0.0002,100,518.67,182.6,1588.16,1411.3,14.62,21.61,553.81,2388.13,9044.59,1.3,47.52,521.2,2388.13,8128.62,8.4239,0.03,391,2388,100,38.78,23.327
train_FD001,999012,12,2,2018-01-26 02:53:00,AIC,VIDP,WSSS,0.0007,0.0005,100,518.67,183.01,1596.79,1408.97,14.62,21.61,553.24,2388.1,9046.96,1.3,47.55,521.24,2388.14,8128.48,8.4224,0.03,393,2388,100,38.9,23.2769
train_FD001,999012,12,3,2018-01-26 09:52:00,AIC,WSSS,VIDP,0.0002,-0.0001,100,518.67,183.22,1586.86,1407.65,14.62,21.61,553.67,2388.13,9046.24,1.3,47.43,521.67,2388.08,8131.33,8.4372,0.03,394,2388,100,39.04,23.2657
test_FD001,999120,20,1,2018-02-01 07:47:42,AIC,LFBO,LFBO,0.0011,-0.0005,100,518.67,182.59,1588.38,1397.78,14.62,21.61,554.43,2388.07,9072.24,1.3,47.4,521.88,2388.06,8147.58,8.3923,0.03,393,2388,100,38.76,23.497
test_FD001,999120,20,2,2018-02-01 12:22:24,AIC,LFBO,VIDP,-0.0001,-0.0003,100,518.67,182.56,1590.73,1405.88,14.62,21.61,553.62,2388.06,9059.5,1.3,47.32,522.03,2388.06,8151.74,8.4385,0.03,392,2388,100,38.9,23.424
test_FD001,999120,20,3,2018-02-07 18:46:00,AIC,VIDP,VABB,-0.0015,0.0003,100,518.67,182.54,1590.7,1401.31,14.62,21.6,554.24,2388.08,9064.83,1.3,47.19,521.8,2388.03,8146.37,8.4234,0.03,392,2388,100,38.96,23.446
test_FD001,999120,20,4,2018-02-07 21:58:00,AIC,VABB,VIDP,-0.0022,0.0001,100,518.67,183.01,1588.91,1403.28,14.62,21.61,553.79,2388.06,9058.04,1.3,47.28,522.25,2388.06,8144.65,8.3955,0.03,391,2388,100,38.94,23.3412
test_FD001,999120,20,5,2018-02-08 01:14:00,AIC,VIDP,VABB,-0.0064,-0.0001,100,518.67,182.73,1588.43,1406.46,14.62,21.61,553.9,2388.06,9064.03,1.3,47.42,522.17,2388.04,8146.81,8.4371,0.03,393,2388,100,38.94,23.4452
test_FD001,999120,20,6,2018-02-08 05:23:00,AIC,VABB,VOCI,0.0002,0.0005,100,518.67,182.64,1583.41,1410.0549999999998,14.62,21.61,554.59,2388.06,9065.79,1.3,47.21,521.51,2388,8144.26,8.4084,0.03,394,2388,100,39.11,23.268
test_FD001,999120,20,7,2018-02-08 08:16:00,AIC,VOCI,VABB,0,-0.0001,100,518.67,182.84,1588.8,1403.14,14.62,21.61,553.54,2388.08,9056.7,1.3,47.23,522.33,2388.01,8143.49,8.384,0.03,391,2388,100,39.01,23.5032
test_FD001,999120,20,8,2018-02-08 18:54:00,AIC,VABB,VIDP,-0.0017,0.0003,100,518.67,182.47,1582.49,1409.85,14.62,21.61,553.79,2388.04,9062.01,1.3,47.35,522.21,2388.04,8143.8,8.4276,0.03,392,2388,100,38.91,23.2012
test_FD001,999120,20,9,2018-02-08 21:41:00,AIC,VIDP,VABB,-0.0003,0.0005,100,518.67,182.95,1587.81,1401.31,14.62,21.61,553.45,2388,9058.59,1.3,47.31,521.94,2388.05,8145.42,8.4346,0.03,392,2388,100,39.07,23.3134
test_FD001,999120,20,10,2018-02-09 02:12:00,AIC,VABB,VIDP,-0.0043,-0.0005,100,518.67,183.05,1579.87,1397.6,14.62,21.61,554.07,2388.02,9066.99,1.3,47.49,522.15,2388.01,8143.67,8.4201,0.03,392,2388,100,39.17,23.3761
test_FD001,999120,20,11,2018-02-09 05:46:00,AIC,VIDP,VOBL,0.0011,-0.0002,100,518.67,182.52,1583.08,1402.24,14.62,21.61,553.9,2388.05,9061.37,1.3,47.43,522.41,2388.06,8143.5,8.4352,0.03,392,2388,100,38.91,23.3079
test_FD001,999120,20,12,2018-02-09 09:37:00,AIC,VOBL,VIDP,-0.0002,-0.0003,100,518.67,182.52,1583.4,1404.04,14.62,21.61,553.95,2388.05,9062.5,1.3,47.23,521.3,2388.03,8146.87,8.4181,0.03,393,2388,100,38.88,23.3532
test_FD001,999120,20,13,2018-02-09 17:28:00,AIC,VIDP,VOVZ,0.0006,0.0004,100,518.67,182.68,1588.8,1405.92,14.62,21.61,554.42,2388.07,9059.61,1.3,47.33,522.21,2388.05,8137.99,8.4403,0.03,392,2388,100,39.05,23.3392
test_FD001,999120,20,14,2018-02-09 20:01:00,AIC,VOVZ,VOPB,-0.0017,0,100,518.67,182.22,1587.07,1401.89,14.62,21.61,554.19,2387.98,9058.89,1.3,47.36,522.09,2388.01,8141.04,8.3952,0.03,394,2388,100,39.07,23.3884
test_FD001,999120,20,15,2018-02-09 22:12:00,AIC,VOPB,VIDP,0.001,0,100,518.67,182.34,1583.67,1401.97,14.62,21.61,554.19,2388.02,9068.81,1.3,47.39,521.67,2388.05,8144.22,8.4463,0.03,392,2388,100,38.98,23.3765
test_FD001,999120,20,16,2018-02-10 06:11:00,AIC,VIDP,VAAH,-0.0036,-0.0002,100,518.67,182.25,1587.33,1401.12,14.62,21.61,554.22,2388.01,9060.38,1.3,47.31,521.85,2388.05,8146.21,8.3903,0.03,393,2388,100,38.97,23.4072
test_FD001,999120,20,17,2018-02-10 08:29:00,AIC,VAAH,VIDP,-0.0036,0.0001,100,518.67,182.64,1584.68,1399.36,14.62,21.61,553.72,2388,9059.83,1.3,47.41,521.42,2388.04,8145.03,8.443,0.03,392,2388,100,38.9,23.4197
test_FD001,999120,20,18,2018-02-10 17:05:00,AIC,VIDP,VOPB,-0.0007,0.0001,100,518.67,182.58,1589.1,1397.3,14.62,21.61,554.04,2388,9067.4,1.3,47.45,521.8,2388.06,8141.38,8.4176,0.03,392,2388,100,39.01,23.4773
test_FD001,999120,20,19,2018-02-10 21:39:00,AIC,VOPB,VOVZ,0.0015,0,100,518.67,182.9,1589.54,1399.29,14.62,21.61,553.94,2388.01,9068.73,1.3,47.35,522.04,2388.04,8143.86,8.4173,0.03,393,2388,100,38.91,23.4434
test_FD001,999120,20,20,2018-02-11 01:19:00,AIC,VOVZ,VIDP,0.002,0.0001,100,518.67,182.01,1584.73,1407.52,14.62,21.61,554.84,2388.01,9062.79,1.3,47.6,521.99,2388.1,8146.85,8.3964,0.03,392,2388,100,38.97,23.31
test_FD001,999120,20,21,2018-02-11 06:14:00,AIC,VIDP,VAAH,0.0015,0.0005,100,518.67,182.41,1583.86,1401.08,14.62,21.61,554.41,2388.07,9062.32,1.3,47.37,521.83,2388.03,8139.83,8.4358,0.03,392,2388,100,38.96,23.3744
test_FD001,999120,20,22,2018-02-11 08:38:00,AIC,VAAH,VIDP,0.0048,-0.0004,100,518.67,182.8,1593.2,1399.4,14.62,21.61,554.69,2388.01,9060.79,1.3,47.32,521.92,2388.05,8150.45,8.4481,0.03,391,2388,100,38.95,23.3418
test_FD001,999120,20,23,2018-02-11 17:11:00,AIC,VIDP,VOVZ,-0.0006,-0.0005,100,518.67,182.69,1588.14,1398.69,14.62,21.61,553.72,2387.96,9070.4,1.3,47.43,521.75,2388.07,8151.2,8.4006,0.03,391,2388,100,38.87,23.4336
test_FD001,999120,20,24,2018-02-11 20:20:00,AIC,VOVZ,VOPB,-0.0034,0.0004,100,518.67,182.79,1587.36,1399.21,14.62,21.61,553.85,2388.09,9061.89,1.3,47.55,521.78,2388,8140.11,8.4065,0.03,391,2388,100,38.91,23.4268
test_FD001,999120,20,25,2018-02-11 21:44:22,AIC,VOVZ,VOPB,-0.0004,-0.0004,100,518.67,183.14,1584.78,1401.12,14.62,21.61,554.02,2388,9066.97,1.3,47.46,522.13,2388.06,8143.48,8.4288,0.03,391,2388,100,39.01,23.3177
test_FD001,999120,20,26,2018-02-12 00:10:55,AIC,VOPB,VIDP,0.0044,-0.0005,100,518.67,182.32,1588.34,1392.96,14.62,21.61,553.98,2388.02,9068.6,1.3,47.43,522.06,2388.08,8137.29,8.4166,0.03,390,2388,100,39.14,23.2545
test_FD001,999120,20,27,2018-02-12 04:05:00,AIC,VIDP,VEGT,-0.0015,-0.0003,100,518.67,182.8,1583.57,1400.66,14.62,21.61,553.45,2388.06,9068.37,1.3,47.48,521.84,2388.06,8142.33,8.3973,0.03,393,2388,100,39.02,23.2371
test_FD001,999134,34,1,2017-12-31 19:45:42,AIC,VIDP,VOVZ,0.0009,-0.0002,100,518.67,182.99,1574.94,1402.56,14.62,21.61,554.68,2388.02,9071.43,1.3,47.21,522.54,2388.03,8149.93,8.3864,0.03,391,2388,100,39.18,23.4691
test_FD001,999134,34,2,2017-12-31 23:31:48,AIC,VIDP,VOVZ,-0.0018,0.0004,100,518.67,182.22,1587.37,1399.22,14.62,21.61,554.82,2387.98,9072.49,1.3,47.23,521.87,2387.99,8146.81,8.3596,0.03,393,2388,100,38.98,23.4814
test_FD001,999134,34,3,2018-01-01 02:17:10,AIC,VOVZ,VOPB,0.0021,0.0003,100,518.67,181.94,1580.34,1404.76,14.62,21.61,554.93,2388.04,9065.21,1.3,47.28,522.52,2388,8148.46,8.3811,0.03,391,2388,100,39.17,23.3284
train_FD001,999012,12,4,2018-01-27 01:37:00,AIC,VIDP,WSSS,0.0016,-0.0004,100,518.67,183.19,1594.72,1404.49,14.62,21.61,553.76,2388.13,9049.54,1.3,47.55,521.72,2388.07,8132.32,8.4298,0.03,392,2388,100,38.96,23.3372
train_FD001,999012,12,5,2018-01-27 08:01:00,AIC,WSSS,VIDP,0.0006,-0.0003,100,518.67,183.14,1588.36,1409.01,14.62,21.61,554.01,2388.17,9038.25,1.3,47.54,521.84,2388.09,8123.59,8.4275,0.03,391,2388,100,38.87,23.253
train_FD001,999012,12,6,2018-01-28 01:26:00,AIC,VIDP,WSSS,0.0012,-0.0003,100,518.67,182.97,1593.21,1403.92,14.62,21.61,553.35,2388.08,9045.89,1.3,47.17,521.56,2388.05,8122.02,8.4223,0.03,392,2388,100,39.04,23.2086
train_FD001,999012,12,7,2018-01-28 07:42:20,AIC,,,0.0016,0.0003,100,518.67,183.07,1588.51,1407.22,14.62,21.61,553.65,2388.09,9054.16,1.3,47.48,521.38,2388.1,8126.25,8.4551,0.03,391,2388,100,38.84,23.3228
train_FD001,999012,12,8,2018-01-28 08:04:00,AIC,WSSS,VIDP,-0.0017,0.0005,100,518.67,182.7,1589.24,1409.74,14.62,21.61,553.19,2388.14,9047.34,1.3,47.31,521.55,2388.12,8125.17,8.4276,0.03,392,2388,100,38.74,23.2553
train_FD001,999012,12,9,2018-01-28 13:46:36,AIC,WSSS,VIDP,0.0001,0.0002,100,518.67,183.09,1581.49,1410.2849999999999,14.62,21.61,553.19,2388.13,9051.64,1.3,47.59,521.54,2388.13,8122.4,8.4273,0.03,394,2388,100,38.84,23.3767
train_FD001,999012,12,10,2018-01-28 22:13:19,AIC,VABP,VIDP,0.0004,0.0005,100,518.67,182.74,1582.28,1410.3049999999998,14.62,21.61,553.87,2388.12,9047.26,1.3,47.51,521.32,2388.1,8129.15,8.449,0.03,393,2388,100,39.02,23.3578
train_FD001,999012,12,11,2018-01-28 23:12:09,AIC,VABP,VIDP,-0.0007,0.0005,100,518.67,182.45,1590.92,1409.23,14.62,21.61,554.27,2388.1,9056.44,1.3,47.58,521.61,2388.1,8124.24,8.4467,0.03,393,2388,100,38.96,23.283
train_FD001,999012,12,12,2018-01-29 08:02:38,AIC,WSSS,VIDP,0.0034,0,100,518.67,183.12,1583.54,1409.43,14.62,21.61,553.21,2388.11,9047.45,1.3,47.6,521.29,2388.13,8125.26,8.4204,0.03,393,2388,100,38.63,23.2957
train_FD001,999012,12,13,2018-01-29 21:57:00,AIC,VOBL,VIDP,-0.0016,-0.0003,100,518.67,183.19,1594.49,1400.58,14.62,21.61,553.52,2388.15,9048.31,1.3,47.4,521.62,2388.12,8133.57,8.4577,0.03,393,2388,100,38.9,23.2759
train_FD001,999012,12,14,2018-01-30 05:43:00,AIC,VIDP,VOBL,-0.0004,-0.0001,100,518.67,182.95,1585.54,1404.71,14.62,21.61,553.64,2388.09,9043.46,1.3,47.59,521.44,2388.14,8125.29,8.4193,0.03,392,2388,100,38.72,23.2314
train_FD001,999012,12,15,2018-01-30 09:22:00,AIC,VOBL,VIDP,0.0015,-0.0001,100,518.67,183.12,1596.75,1408.2,14.62,21.61,552.8,2388.06,9048.38,1.3,47.52,521.3,2388.1,8125.44,8.4478,0.03,393,2388,100,38.7,23.1458
train_FD001,999012,12,16,2018-01-30 18:41:00,AIC,VIDP,VABB,-0.0009,0,100,518.67,182.74,1589.35,1406.3,14.62,21.61,553.1,2388.06,9044.7,1.3,47.51,521.33,2388.08,8123.56,8.4577,0.03,393,2388,100,38.94,23.3029
train_FD001,999012,12,17,2018-01-30 21:57:00,AIC,VABB,VIDP,0.0015,-0.0004,100,518.67,182.9,1591.88,1409.24,14.62,21.61,553.1,2388.1,9036.32,1.3,47.64,521.64,2388.14,8124.01,8.4652,0.03,394,2388,100,38.6,23.3334
train_FD001,999012,12,18,2018-01-31 01:06:00,AIC,VIDP,VABB,0.0021,0,100,518.67,183.12,1588.11,1407.2,14.62,21.61,553.78,2388.14,9048.56,1.3,47.46,521.68,2388.17,8131.01,8.4219,0.03,392,2388,100,38.79,23.2092
train_FD001,999012,12,19,2018-01-31 05:08:00,AIC,VABB,VOCI,0.003,-0.0004,100,518.67,183.24,1592.47,1400.78,14.62,21.61,553.33,2388.15,9045.66,1.3,47.49,521.59,2388.16,8131.97,8.4437,0.03,392,2388,100,38.8,23.1813
train_FD001,999012,12,20,2018-01-31 08:12:00,AIC,VOCI,VABB,0.0013,0.0003,100,518.67,182.74,1592.1,1410.12,14.62,21.61,553.22,2388.09,9042.92,1.3,47.62,521.66,2388.11,8123.24,8.461,0.03,393,2388,100,38.78,23.2468
train_FD001,999012,12,21,2018-01-31 18:01:00,AIC,VABB,VOBL,-0.0001,0.0005,100,518.67,183.06,1595.43,1405.1,14.62,21.61,553.41,2388.09,9048.6,1.3,47.45,521.18,2388.06,8126.77,8.4427,0.03,394,2388,100,38.91,23.3641
train_FD001,999012,12,22,2018-01-31 20:33:00,AIC,VOBL,VABB,-0.0002,0.0001,100,518.67,182.63,1590.38,1411.425,14.62,21.61,552.59,2388.1,9044.67,1.3,47.39,521.82,2388.13,8126.49,8.4596,0.03,393,2388,100,38.8,23.3236
train_FD001,999012,12,23,2018-01-31 21:55:00,AIC,VABB,VOML,-0.0014,-0.0001,100,518.67,182.49,1587.52,1410.5700000000002,14.62,21.61,553.14,2388.15,9043.68,1.3,47.63,521.37,2388.18,8127.63,8.4713,0.03,394,2388,100,38.89,23.3179
train_FD001,999012,12,24,2018-02-01 02:00:00,AIC,VOML,VABB,-0.0016,0.0004,100,518.67,182.5,1588.32,1411.0349999999999,14.62,21.61,553.12,2388.09,9044.54,1.3,47.52,521.75,2388.14,8124.92,8.4289,0.03,393,2388,100,38.82,23.2325
train_FD001,999012,12,25,2018-02-01 04:47:00,AIC,VABB,VIDP,-0.0042,0.0005,100,518.67,183.3,1594,1407.56,14.62,21.61,553.09,2388.09,9044.59,1.3,47.33,521.09,2388.1,8126.9,8.4573,0.03,394,2388,100,38.92,23.2672
train_FD001,999012,12,26,2018-02-01 07:46:00,AIC,VIDP,VABB,-0.0009,-0.0001,100,518.67,182.68,1590.12,1411.02,14.62,21.61,553.17,2388.12,9042.53,1.3,47.5,521.67,2388.16,8130.51,8.4322,0.03,393,2388,100,38.81,23.2876
train_FD001,999012,12,27,2018-02-01 17:29:00,AIC,VABB,VICG,-0.0031,0,100,518.67,182.83,1591.36,1405.39,14.62,21.61,552.98,2388.09,9042.02,1.3,47.36,521.47,2388.08,8130.19,8.4792,0.03,392,2388,100,38.98,23.2084
train_FD001,999006,6,1,2018-01-27 08:01:00,AIC,WSSS,VIDP,-0.0005,0.0002,100,518.67,183.18,1592.36,1411.33,14.62,21.61,553.58,2388.1,9031.97,1.3,47.7,521.57,2388.18,8122.04,8.4796,0.03,394,2388,100,38.66,23.3686
train_FD001,999006,6,2,2018-01-27 14:32:10,AIC,,,-0.0027,0.0001,100,518.67,182.88,1591.46,1401.18,14.62,21.61,553.22,2388.15,9046.78,1.3,47.62,521.01,2388.12,8123.57,8.4519,0.03,394,2388,100,38.82,23.2389
train_FD001,999006,6,3,2018-01-28 01:26:00,AIC,VIDP,WSSS,0.0023,-0.0004,100,518.67,183.51,1587.6,1410.73,14.62,21.61,553.58,2388.09,9044,1.3,47.54,521.57,2388.15,8122.02,8.4422,0.03,394,2388,100,38.73,23.2563
train_FD001,999006,6,4,2018-01-28 08:04:00,AIC,WSSS,VIDP,-0.0011,-0.0001,100,518.67,183.14,1591.54,1407.97,14.62,21.61,553.58,2388.11,9036.51,1.3,47.52,521.32,2388.21,8124.78,8.4499,0.03,393,2388,100,38.65,23.3049
train_FD001,999006,6,5,2018-01-28 13:46:36,AIC,WSSS,VIDP,-0.0025,0.0001,100,518.67,183.05,1587.56,1410.7350000000001,14.62,21.61,553.47,2388.12,9037,1.3,47.61,521.41,2388.13,8119.78,8.4628,0.03,392,2388,100,38.83,23.3784
train_FD001,999006,6,6,2018-01-28 22:13:19,AIC,VABP,VIDP,-0.0023,-0.0004,100,518.67,183.33,1594.48,1408.17,14.62,21.61,553.57,2388.12,9037.25,1.3,47.37,520.91,2388.13,8122.97,8.452,0.03,393,2388,100,38.82,23.3575
test_FD001,999134,34,4,2018-01-01 04:43:43,AIC,VOPB,VIDP,-0.0042,0.0003,100,518.67,182.21,1592.14,1400.88,14.62,21.6,555.36,2388.03,9065.71,1.3,47.28,522.1,2387.99,8146.47,8.3657,0.03,391,2388,100,39.05,23.4411
test_FD001,999134,34,5,2018-01-01 09:46:00,AIC,VIDP,VABP,0.0017,0,100,518.67,182.2,1581.4,1405.83,14.62,21.61,555.31,2387.96,9071.81,1.3,47.2,522.03,2387.94,8146.16,8.3856,0.03,392,2388,100,38.92,23.3387
test_FD001,999134,34,6,2018-01-01 11:27:05,AIC,VABP,VIDP,0.0013,-0.0002,100,518.67,182.4,1581.22,1398.71,14.62,21.61,555.34,2388.03,9070.95,1.3,47.16,522.73,2388.03,8151.43,8.3655,0.03,390,2388,100,38.91,23.4404
test_FD001,999134,34,7,2018-01-01 20:05:45,AIC,VIDP,VOHS,0.0018,-0.0004,100,518.67,182.04,1588.9,1399.99,14.62,21.61,554.51,2388,9065.04,1.3,47.22,522.45,2388.02,8144.4,8.3678,0.03,391,2388,100,39.12,23.3932
test_FD001,999134,34,8,2018-01-01 22:57:07,AIC,VOHS,VIDP,0,-0.0003,100,518.67,182.46,1586.75,1401.19,14.62,21.6,555.21,2387.96,9069.48,1.3,47.16,523.14,2387.98,8149.37,8.3844,0.03,392,2388,100,39.11,23.5353
test_FD001,999134,34,9,2018-01-02 03:00:54,AIC,VIDP,VOHS,0.0016,0.0004,100,518.67,182.46,1580.76,1393.43,14.62,21.61,554.99,2388,9068.36,1.3,47.02,522.27,2388.04,8150.77,8.3917,0.03,391,2388,100,39.19,23.3313
test_FD001,999134,34,10,2018-01-02 05:29:12,AIC,VOHS,VOBZ,-0.0008,0.0005,100,518.67,182.47,1584.02,1390.2,14.62,21.61,554.75,2387.95,9064.18,1.3,47.12,522.66,2387.99,8144.91,8.3964,0.03,390,2388,100,38.97,23.4784
test_FD001,999134,34,11,2018-01-02 06:48:41,AIC,VOBZ,VOHS,-0.004,0.0003,100,518.67,183.22,1587.49,1398.78,14.62,21.61,554.97,2388.02,9069.39,1.3,47.15,522.66,2388.01,8145.1,8.3782,0.03,392,2388,100,39.01,23.4462
